SALDO,COMPRAS,PAGOS,LÍMITE_CREDITO,cluster
0.10542201850418398,0.6493915326770087,0.6484032506067748,0.7851017604056072,1
0.13385570578728706,0.635292783304671,0.8707016760355648,0.7175225775338702,1
0.8679064491185556,0.1651214142719579,0.6465346402716824,0.2730767250209775,0
0.7701245622829964,0.8271718206082477,0.1798302824102001,0.7271085919424225,2
0.6013431540454931,0.8794667786592236,0.2946751430133177,0.7920805525766809,2
0.09895939123775219,0.6392386347240094,0.7192655388469777,0.6995592709843227,1
0.7205932135378825,0.7497158243948069,0.2682243135545616,0.7664950547297066,2
0.6324030679204885,0.7962673867971757,0.25029038241186696,0.738049029515778,2
0.20975853602851663,0.5317431239800142,0.8262457357610714,0.7651181615340714,1
0.11030698135030889,0.6481323226811417,0.720256794945566,0.7492257313553835,1
0.24852169634179866,0.5879312395930911,0.732332602889565,0.7131893673198495,1
0.16032483651669988,0.6109788690917857,0.6382889271365751,0.7258352293628757,1
0.061484101373722205,0.6037446707910114,0.6726884060776283,0.7408360214479967,1
0.6161644062994452,0.8849358426488628,0.2719412722813427,0.6746602649762485,2
0.16955343727243066,0.5756022062120414,0.7382702321063914,0.7780421861191306,1
0.6276178134872274,0.8744810370982595,0.15068191498877914,0.8746494499033168,2
0.679497929743726,0.8556722973241675,0.2811219550642511,0.7512982233486603,2
0.6567039140817051,0.9074292168973277,0.19612276806530093,0.8046772443026093,2
0.19121145432987763,0.6350655582116047,0.5837313533944419,0.8446357861086482,1
0.14679153280800578,0.7112872606770664,0.6626287077428374,0.7884964242792544,1
0.16023670649958377,0.6628671988628959,0.7818880194961619,0.6505653103365634,1
0.19106667096319235,0.6371288711107183,0.7338005990657227,0.7160860912923384,1
0.2389239045512025,0.6284130843576657,0.8985433347906946,0.8223676916690286,1
0.6673095969575915,0.9388164687493384,0.3527075360776555,0.7226702409598398,2
0.11099510737470641,0.5748274919633731,0.7416613440948072,0.791074048652189,1
0.07992316900463237,0.6046453910531758,0.7059246406849806,0.7571758621784072,1
0.1838413500872595,0.6850874227871161,0.7400853945464891,0.7349252233231879,1
0.1851889594616899,0.6972969867328368,0.7937023764736791,0.8401495412948851,1
0.9020443760650707,0.15914374591937325,0.5301553644143727,0.20626903129176932,0
0.17161937961585527,0.6342121617965497,0.8119415851355235,0.7612328293033129,1
0.7719182383277227,0.09785074947196294,0.647440920986935,0.25112806623435296,0
0.5697436757083741,0.8000223003509053,0.3092702520002791,0.8343301906808644,2
0.74606902073854,0.8724828539248248,0.21029150637453037,0.7373050769144301,2
0.14438827139803384,0.606715926337454,0.769384369405871,0.740536276000522,1
0.9304069472931891,0.11851147712133418,0.6334190231758225,0.23915159181510964,0
0.1751457173325492,0.5849031441264375,0.8712953589337484,0.7119708284926922,1
0.07751390257823279,0.6395441405406093,0.7106956898896839,0.7152366642558718,1
0.09556099653255151,0.5913899119477882,0.7016105200867495,0.8481687042973007,1
0.6122998682244692,0.8114655014515932,0.21450896052010632,0.590811181564122,2
0.10968551876362556,0.6605618781542749,0.8001081847944811,0.7674167824854694,1
0.5560185117459073,0.8626302999885427,0.1770500249335225,0.705795961881306,2
0.12907063972448507,0.6712195001020825,0.718984377709117,0.793130987109618,1
0.685140848254467,0.9645633601234967,0.19574589931431824,0.6360353396642874,2
0.017445158803924277,0.6415101163104345,0.7036362623484474,0.8476506325175439,1
0.7137581835985961,0.7928811941796626,0.26169992135771114,0.7058669607540377,2
0.6376145897582169,0.8313240248346658,0.20161196919724877,0.7699872188553131,2
0.8795410553103596,0.10265082308042327,0.47197716040455523,0.18993166337365705,0
0.6327565029656163,0.8557414060383376,0.28769041040926013,0.6093378898128853,2
0.8697884007667795,0.15102709984112414,0.5655686430670246,0.21845583662680912,0
0.1563260283882965,0.699489648611761,0.8777632770950263,0.8998637389821507,1
0.8111218982592031,0.22955697165622524,0.44419617591881444,0.22349307283241024,0
0.6467029708826155,0.8659887979010893,0.20705985869775217,0.6959028633501064,2
0.6974101960053891,0.7907244225153477,0.12043610644874496,0.8107484574728112,2
0.18268613709327286,0.6151047268114902,0.7419463998626097,0.7738285916361056,1
0.12898237014691374,0.633695688373155,0.6352315573963712,0.824920690853373,1
0.6648246965378947,0.8844377147208629,0.21409940018638385,0.6299942529540834,2
0.13291344222270507,0.5856888878223687,0.8106665196818466,0.7561271133826184,1
0.1307634317583675,0.6116067204405129,0.8454412537578861,0.7158833199877069,1
0.12715559670147816,0.6670544710105747,0.7601371400515287,0.7811198488624761,1
0.7462135724686147,0.17037180742421465,0.6906064539818247,0.2237667574300201,0
0.1004522928683517,0.6741584550038537,0.6465090298015079,0.7535393328163159,1
0.18353166453318392,0.6224714588439175,0.7628981848400711,0.7805648276140453,1
0.5812400784835575,0.9552295697123513,0.20541248412781843,0.7028865068638405,2
0.719584490332417,0.8807973227085456,0.22208859493005678,0.7143491579587548,2
0.6226567255348043,0.8250918367557096,0.1224322324429014,0.7842953216554928,2
0.6252955365508557,0.7953892604054046,0.11601968372408784,0.7600516233381457,2
0.21693892819986166,0.704302372732963,0.6581949646350073,0.7737772572104329,1
0.7016608398906137,0.879377439166012,0.05551046029403685,0.6538094070522763,2
0.7470919362058446,0.8955999712195641,0.27052662942099304,0.750501892556957,2
0.13553385825481445,0.5736659479719435,0.7071168855871913,0.8046598986143476,1
0.8068762992795542,0.19592537569138596,0.7532222986798911,0.2545458116785209,0
0.6554917411390145,0.8481917131030203,0.26683376815966353,0.6957719666064421,2
0.7277731849790469,0.8497612114225425,0.29949761936394503,0.6934277536755626,2
0.1499883506339041,0.5739987211034829,0.7717921781431525,0.9062760120834534,1
0.16444958644644153,0.6652636880240232,0.7278825046307955,0.8163195900048567,1
0.20639403245904964,0.6846977848429555,0.7649040690786979,0.8849120779299873,1
0.22993990295702915,0.6378053191947195,0.7486235262014073,0.8021642055422288,1
0.7056571800406037,0.8728235147861212,0.24676096047622975,0.7621761852158688,2
0.6345559934267183,0.9336161214925369,0.10599091865152406,0.7417562748053392,2
0.6530643684308064,0.87303167925438,0.2753189739573579,0.6014770244904414,2
0.16380285124498772,0.704637254757936,0.7637010778827592,0.6784311068131167,1
0.7462594635136474,0.876189184033296,0.24598416407679713,0.8011479934624727,2
0.6397815827896093,0.7841003207352676,0.18066084991301623,0.7041091506349977,2
0.7570965467837365,0.13175310338947013,0.5786400000539793,0.29116221877170995,0
0.12317315613408214,0.6098381948549113,0.8228201195806221,0.8934863367709731,1
0.1845962560907876,0.5555530179360619,0.8305050827165397,0.8348802268216517,1
0.6468156587191134,0.8033609716696478,0.26785652135667704,0.7754415208521644,2
0.7916801337710345,0.147744192035707,0.5957028275461784,0.29455534787865084,0
0.14637548724273675,0.6165544671124865,0.7531873043808069,0.7429861672462341,1
0.8995104137578738,0.20085811112193558,0.5966204810398238,0.32603649608494384,0
0.2867510778656642,0.5594630285037064,0.6962904523081481,0.6773599909208882,1
0.2516905105428263,0.6034488774444107,0.725779548707858,0.7396367964942435,1
0.5767303456749505,0.8717587320233023,0.12663066673042067,0.7056707578570734,2
0.06812454010939509,0.5967908637634775,0.6317685829289159,0.7886283150608419,1
0.14743249432834615,0.571567749203688,0.8318479865261472,0.8231229173267635,1
0.07202028073252645,0.6080467838623829,0.7121807080246346,0.7915438069069151,1
0.15355980500383004,0.6265829658781658,0.8004391722804539,0.6846292420670931,1
0.21571969461895796,0.576504900357957,0.8151442953840045,0.8490106027023733,1
0.6767510726622767,0.9278035477263447,0.1279234834352953,0.5700293538304715,2
0.7506113140378148,0.877800772676151,0.19779040906992046,0.7536688879320078,2
0.839821639954524,0.18366628110200686,0.6331866206411478,0.1578162845614809,0
0.1226756026229873,0.6030334440018039,0.7645550669622599,0.8838480481009928,1
0.739195436922196,0.9253477707506976,0.3079035309549905,0.6294013240023223,2
0.23926404369104198,0.6177001261599879,0.6630183274401263,0.811840906144881,1
0.18166014008772985,0.6286741344391019,0.7573465370542801,0.7834826650713658,1
0.659320070627485,0.8192007867128968,0.2161159887563956,0.7324184585880581,2
0.7192811512237585,0.8623669330143805,0.16222125516448083,0.6561691063878784,2
